Date,price
2017-01-30,0.8908906698533521
2017-01-31,0.8720563211970855
2017-02-01,0.8830971462714488
2017-02-02,0.9175185420915222
2017-02-03,0.9071271773156508
2017-02-06,0.8941379713458117
2017-02-07,0.8850455271669244
2017-02-08,0.8830971462714488
2017-02-09,0.8980347331367635
2017-02-10,0.9136217803005704
2017-02-13,0.9207658435839818
2017-02-14,0.9233636847779496
2017-02-15,0.9110239391066026
2017-02-16,0.9173886500318238
2017-02-17,0.9110239391066026
2017-02-20,0.9025809552262072
2017-02-21,0.9110239391066026
2017-02-22,0.9207658435839818
2017-02-23,0.9240131450764417
2017-02-24,0.9110239391066026
2017-02-27,0.9110239391066026
2017-02-28,0.8976450569576686
2017-03-01,0.8946575395846053
2017-03-02,0.8986841934352556
2017-03-03,0.8889422889578764
2017-03-06,0.9032304155246993
2017-03-07,0.907776637614143
2017-03-08,0.9006325743307315
2017-03-09,0.8917349682413918
2017-03-10,0.8971904347487241
2017-03-13,0.8915401301518442
2017-03-14,0.9008274124202789
2017-03-15,0.9032304155246993
2017-03-16,0.9012820346292232
2017-03-17,0.94674425552366
2017-03-20,0.9303129099718137
2017-03-21,0.9337550495538209
2017-03-22,0.9318066686583453
2017-03-23,0.9501214490758183
2017-03-24,0.9759699689557981
2017-03-27,0.9690207437619343
2017-03-28,1.0000000000000002
2017-03-29,0.988959174925637
2017-03-30,0.9833088703287571
2017-03-31,0.9669424708067598
2017-04-03,0.9798667307467497
2017-04-04,0.9749957785080601
2017-04-05,0.9982464571940721
2017-04-06,0.9922064764180969
2017-04-07,0.9823996259108685
2017-04-10,0.9824645719407175
2017-04-11,0.9742164261498698
2017-04-12,0.9727226674633382
2017-04-13,0.9499915570161197
2017-04-17,0.94674425552366
2017-04-18,0.94674425552366
2017-04-20,0.9468092015535092
2017-04-21,0.9370023510462808
2017-04-24,0.9376518113447727
2017-04-25,0.9258965799420684
2017-04-26,0.9110239391066026
2017-04-27,0.8947874316443039
2017-04-28,0.8921895904503359
2017-05-02,0.8947874316443039
2017-05-03,0.8954368919427957
2017-05-04,0.8979697871069143
2017-05-05,0.892839050748828
2017-05-08,0.8850455271669244
2017-05-09,0.8850455271669244
2017-05-10,0.8882928286593843
2017-05-11,0.8850455271669244
2017-05-12,0.8623144167197063
2017-05-15,0.8688090197046257
2017-05-16,0.8631587151077456
2017-05-17,0.8623144167197063
2017-05-18,0.8499746710483591
2017-05-19,0.8486757504513751
2017-05-22,0.8395833062724878
2017-05-23,0.8317897826905842
2017-05-24,0.8353618143322901
2017-05-25,0.8278930208996327
2017-05-26,0.8395833062724878
2017-05-29,0.8460779092574073
2017-05-30,0.8324392429890763
2017-05-31,0.8330887032875682
2017-06-01,0.8376349253770119
2017-06-02,0.8558198137347865
2017-06-05,0.8525075662124777
2017-06-06,0.8587423850780005
2017-06-07,0.8558198137347865
2017-06-08,0.838024601556107
2017-06-09,0.8389338459739957
2017-06-12,0.8330887032875682
2017-06-13,0.8311403223920923
2017-06-14,0.833608271526362
2017-06-15,0.8265941003026487
2017-06-16,0.8266590463324979
2017-06-19,0.8200994973177291
2017-06-20,0.8226973385116969
2017-06-21,0.8038629898554304
2017-06-22,0.8039279358852796
2017-06-23,0.8010053645420656
2017-06-27,0.7932767869900115
2017-06-28,0.7873017522438857
2017-06-29,0.7908737838855913
2017-06-30,0.7909387299154402
2017-07-03,0.7876264823931314
2017-07-04,0.7941210853780512
2017-07-05,0.80711029134789
2017-07-06,0.7934066790497101
2017-07-07,0.8051619104524141
2017-07-10,0.80711029134789
2017-07-11,0.7993167677659867
2017-07-12,0.8343876238845522
2017-07-13,0.8655617182121658
2017-07-14,0.8570537883019214
2017-07-17,0.86686063880915
2017-07-18,0.851923051943835
2017-07-19,0.849325210749867
2017-07-20,0.8603660358242302
2017-07-21,0.8461428552872565
2017-07-24,0.8460129632275581
2017-07-25,0.8590671152272464
2017-07-26,0.8622494706898569
2017-07-27,0.8558198137347865
2017-07-28,0.8551703534362947
2017-07-31,0.8525725122423269
2017-08-01,0.8714068608985934
2017-08-02,0.8980347331367635
2017-08-03,0.9012820346292232
2017-08-04,0.8916050761816932
2017-08-07,0.8883577746892333
2017-08-08,0.8817982256744648
2017-08-09,0.8882928286593843
2017-08-10,0.8901113174951616
2017-08-11,0.8805642511073299
2017-08-14,0.8915401301518442
2017-08-16,0.8915401301518442
2017-08-17,0.8882928286593843
2017-08-18,0.8908906698533521
2017-08-21,0.8921895904503359
2017-08-22,0.8947224856144547
2017-08-23,0.8849805811370755
2017-08-24,0.8850455271669244
2017-08-25,0.8882928286593843
2017-08-28,0.8743294322418074
2017-08-29,0.8714068608985934
2017-08-30,0.8657565563017133
2017-08-31,0.8707574006001015
2017-09-01,0.8745892163612041
2017-09-04,0.8655617182121658
2017-09-05,0.870302778391157
2017-09-06,0.8652369880629198
2017-09-07,0.8719913751672363
2017-09-08,0.8649122579136741
2017-09-11,0.8649122579136741
2017-09-12,0.8623144167197063
2017-09-13,0.8590671152272464
2017-09-14,0.8584176549287543
2017-09-15,0.8615350643615158
2017-09-20,0.8793952225700445
2017-09-21,0.8759530829880371
2017-09-22,0.903879875823191
2017-09-25,0.9012820346292232
2017-09-26,0.8889422889578764
2017-09-27,0.8850455271669244
2017-09-28,0.8906308857339551
2017-09-29,0.9136217803005704
2017-10-02,0.9104394248379597
2017-10-03,0.930507748061361
2017-10-04,0.920830789613831
2017-10-05,0.9240131450764417
2017-10-06,0.894852377674153
2017-10-10,0.8882928286593843
2017-10-11,0.8880979905698367
2017-10-12,0.8849805811370755
2017-10-13,0.8850455271669244
2017-10-16,0.8967358125397795
2017-10-17,0.8882928286593843
2017-10-18,0.8947874316443039
2017-10-19,0.8850455271669244
2017-10-20,0.8785509241820051
2017-10-23,0.8908906698533521
2017-10-24,0.888877342928027
2017-10-25,0.8738748100328628
2017-10-26,0.8754335147492436
2017-10-30,0.8915401301518442
2017-10-31,0.8856949874654165
2017-11-02,0.8850455271669244
2017-11-03,0.8720563211970855
2017-11-06,0.8908257238235029
2017-11-07,0.8876433683608922
2017-11-08,0.8753036226895452
2017-11-09,0.8565342200631276
2017-11-10,0.8298414017951086
2017-11-13,0.8200994973177291
2017-11-14,0.8058113707509063
2017-11-15,0.8005507423331215
2017-11-16,0.8071752373777392
2017-11-17,0.8167872497954203
2017-11-20,0.8006156883629705
2017-11-21,0.7713899749308326
2017-11-22,0.7616480704534534
2017-11-23,0.740865340901711
2017-11-24,0.7291750555288559
2017-11-27,0.7129385480665569
2017-11-28,0.7096912465740972
2017-11-29,0.6934547391117982
2017-11-30,0.7096912465740972
2017-12-01,0.6967020406042581
2017-12-04,0.7323574109914663
